,Category,Partner,Area,Objective,Output,Sector,Implementation,Total,RegionCODE,Area2
2571,Refugee,CARE,Azraq City,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.5]Reduce Social Tensions thr. Livelih,PROTECTION,direct,375000,1712,Zarqa
2579,Refugee,CARE,Azraq City,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,3.00E+05,1712,Zarqa
2596,Refugee,CARE,Azraq City,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.2]Community self-mngmt,PROTECTION,direct,60000,1712,Zarqa
2606,Refugee,UNICEF,Camps,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.1]Comm. Disease Mngt / EPI services,HEALTH,indirect,526498,2,ALL CAMPS IN JORDAN
2613,Refugee,RI,Camps,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,62500,2,ALL CAMPS IN JORDAN
2616,Refugee,RI,Camps,EDU[REF3.3]Alternative Education,[REF3.3.4]Learning Opportunities in Camps,EDUCATION,direct,2.00E+05,2,ALL CAMPS IN JORDAN
2618,Refugee,RI,Camps,"EDU[REF2.2]Safe, Violence Free Envirn",[REF2.2.3]Scale up learning environments,EDUCATION,direct,20000,2,ALL CAMPS IN JORDAN
2625,Refugee,UNHCR,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.3]Capacity of Service Providers,PROTECTION,direct,350000,1,Country Wide Intervention
2633,Refugee,UNHCR,Country Wide,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,direct,798887,1,Country Wide Intervention
2662,Refugee,IRD,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,10625,1,Country Wide Intervention
2668,Refugee,UNICEF,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.3]Capacity of Service Providers,PROTECTION,indirect,1.00E+05,1,Country Wide Intervention
2683,Refugee,PU-AMI,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,indirect,8750,1,Country Wide Intervention
2689,Refugee,OXFAM,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,65416,1,Country Wide Intervention
2690,Refugee,CARE,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,90000,1,Country Wide Intervention
2696,Refugee,UNHCR,Country Wide,JUS[REF1.1]Refugee Legal Assistance,[REF1.1.1]Access to Legal Assistance,JUSTICE,indirect,1426328,1,Country Wide Intervention
2697,Refugee,JHAS,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,30000,1,Country Wide Intervention
2698,Refugee,UNHCR,Country Wide,EDU[REF3.4]Teritiary Education,[REF3.4.1]Higher Ed opportunities,EDUCATION,indirect,1926394,1,Country Wide Intervention
2715,Refugee,UNFPA,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.3]Capacity of Service Providers,PROTECTION,indirect,4.00E+05,1,Country Wide Intervention
2718,Refugee,UNICEF,Country Wide,EDU[REF3.3]Alternative Education,[REF3.3.3]Life Skills,EDUCATION,indirect,4467960,1,Country Wide Intervention
2719,Refugee,UNICEF,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,indirect,5.00E+05,1,Country Wide Intervention
2720,Refugee,FAO,Country Wide,FOOD/LIV[1.2]Promote Safe/Nutr/Diverse Food,[REF1.2.1]Assmt on Nutr. Knowledge,FOOD/LIVELIHOOD,indirect,1.00E+05,1,Country Wide Intervention
2722,Refugee,UNICEF,Country Wide,PROT[REF1.4]Child Protection,[REF1.4.1]Child Protection systems,PROTECTION,indirect,979345,1,Country Wide Intervention
2729,Refugee,UNHCR,Country Wide,PROT[REF1.1]Refugee Rights Respected,[REF1.1.3] Civil Status Documentation,PROTECTION,direct,120000,1,Country Wide Intervention
2731,Refugee,UNICEF,Country Wide,PROT[REF1.1]Refugee Rights Respected,[REF1.1.3] Civil Status Documentation,PROTECTION,indirect,3.00E+05,1,Country Wide Intervention
2735,Refugee,UNHCR,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.2]Community self-mngmt,PROTECTION,direct,2047066,1,Country Wide Intervention
2740,Refugee,UNFPA,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,indirect,204600,1,Country Wide Intervention
2742,Refugee,IOM,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.1]Comm. Disease Mngt / EPI services,HEALTH,direct,937500,1,Country Wide Intervention
2747,Refugee,UNHCR,Country Wide,PROT[REF1.4]Child Protection,[REF1.4.1]Child Protection systems,PROTECTION,direct,179777,1,Country Wide Intervention
2760,Refugee,UNICEF,Country Wide,EDU[REF3.1]EarlyChildhood,[REF3.1.1]Access to KG centres,EDUCATION,indirect,0,1,Country Wide Intervention
2782,Refugee,SCJordan,Country Wide,BN[REF2.1]Life Saving Basic Needs,[REF2.1.5]Winterization needs out of Camp,BASIC NEEDS,direct,74268,1,Country Wide Intervention
2783,Refugee,IOM,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.2]Community self-mngmt,PROTECTION,direct,2.00E+05,1,Country Wide Intervention
2796,Refugee,WHO,Country Wide,HLTH[REF1.3]Integrated Community Intervs.,[REF1.3.4]Mat/Child Health mngt,HEALTH,indirect,50000,1,Country Wide Intervention
2800,Refugee,JHAS,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,30000,1,Country Wide Intervention
2808,Refugee,UNHCR,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.3]Special Needs/Disabled/Elderly,PROTECTION,indirect,2834138,1,Country Wide Intervention
2831,Refugee,WarChildUK,Country Wide,PROT[REF1.3]SGBV,[REF1.3.1]Community members engaged,PROTECTION,direct,20000,1,Country Wide Intervention
2832,Refugee,UNHCR,Country Wide,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.5]Secondary/Tertiary Referrals,HEALTH,indirect,6879400,1,Country Wide Intervention
2840,Refugee,UNDP,Country Wide,ENG[REF1.3]Electricity in Camps,[REF1.3.3]Elec Infrast. Upgraded in Host Comm,ENERGY,direct,7.00E+06,1,Country Wide Intervention
2841,Refugee,UNICEF,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.5]IYCF practices promoted,HEALTH,indirect,3515000,1,Country Wide Intervention
2869,Refugee,WHO,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.1]Comm. Disease Mngt / EPI services,HEALTH,direct,43000,1,Country Wide Intervention
2897,Refugee,UNFPA,Country Wide,PROT[REF1.3]SGBV,[REF1.3.1]Community members engaged,PROTECTION,indirect,1.00E+06,1,Country Wide Intervention
2903,Refugee,UNICEF,Country Wide,PROT[REF1.3]SGBV,[REF1.3.1]Community members engaged,PROTECTION,indirect,150000,1,Country Wide Intervention
2905,Refugee,OXFAM,Country Wide,JUS[REF1.1]Refugee Legal Assistance,[REF1.1.1]Access to Legal Assistance,JUSTICE,direct,0,1,Country Wide Intervention
2919,Refugee,UNICEF,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.2]Community self-mngmt,PROTECTION,indirect,1.00E+05,1,Country Wide Intervention
2922,Refugee,UNHCR,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.3]Special Needs/Disabled/Elderly,PROTECTION,direct,878209,1,Country Wide Intervention
2925,Refugee,UNHCR,Country Wide,PROT[REF1.1]Refugee Rights Respected,[REF1.1.2]Registration and Profiling,PROTECTION,indirect,2100000,1,Country Wide Intervention
2945,Refugee,UNESCO,Country Wide,EDU[REF3.4]Teritiary Education,[REF3.4.4]Vocational/Skills Training,EDUCATION,indirect,1.00E+06,1,Country Wide Intervention
2952,Refugee,UPP,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,20954,1,Country Wide Intervention
2962,Refugee,UNHCR,Country Wide,PROT[REF1.4]Child Protection,[REF1.4.2]Advocacy and Knowledge Gen.,PROTECTION,direct,71910,1,Country Wide Intervention
2965,Refugee,UNICEF,Country Wide,"EDU[REF2.2]Safe, Violence Free Envirn",[REF2.2.2]Engage Parents & Communities,EDUCATION,indirect,1134000,1,Country Wide Intervention
2968,Refugee,IRC,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,700,1,Country Wide Intervention
2977,Refugee,IMC,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.3]Capacity of Service Providers,PROTECTION,direct,8000,1,Country Wide Intervention
2980,Refugee,APS,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.1]Comm. Disease Mngt / EPI services,HEALTH,direct,18352,1,Country Wide Intervention
2987,Refugee,UNICEF,Country Wide,HLTH[REF1.3]Integrated Community Intervs.,[REF1.3.4]Mat/Child Health mngt,HEALTH,indirect,131000,1,Country Wide Intervention
2997,Refugee,UNICEF,Country Wide,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.5]Secondary/Tertiary Referrals,HEALTH,indirect,2334498,1,Country Wide Intervention
3000,Refugee,PU-AMI,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,indirect,8750,1,Country Wide Intervention
3004,Refugee,UNHCR,Country Wide,PROT[REF1.3]SGBV,[REF1.3.1]Community members engaged,PROTECTION,direct,350000,1,Country Wide Intervention
3024,Refugee,UNHCR,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.1]Comm. Disease Mngt / EPI services,HEALTH,indirect,340484,1,Country Wide Intervention
3031,Refugee,UNHCR,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.2]Community self-mngmt,PROTECTION,indirect,4100000,1,Country Wide Intervention
3046,Refugee,UNICEF,Country Wide,EDU[REF3.3]Alternative Education,[REF3.3.2]Informal Education,EDUCATION,indirect,14686434,1,Country Wide Intervention
3054,Refugee,UNHCR,Country Wide,PROT[REF1.1]Refugee Rights Respected,[REF1.1.4]Resettlement,PROTECTION,direct,5703269,1,Country Wide Intervention
3062,Refugee,IRD,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,31250,1,Country Wide Intervention
3066,Refugee,UNICEF,Country Wide,HLTH[REF1.3]Integrated Community Intervs.,[REF1.3.2]Community Hlth Network,HEALTH,indirect,244000,1,Country Wide Intervention
3069,Refugee,UNICEF,Country Wide,EDU[REF3.3]Alternative Education,[REF3.3.1]Non Formal Education,EDUCATION,indirect,4467960,1,Country Wide Intervention
3070,Refugee,UNICEF,Country Wide,EDU[REF3.1]EarlyChildhood,[REF3.1.4]Parent outreach,EDUCATION,indirect,1814400,1,Country Wide Intervention
3079,Refugee,CARE,Country Wide,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,direct,2100000,1,Country Wide Intervention
3084,Refugee,FAO,Country Wide,FOOD/LIV[1.2]Promote Safe/Nutr/Diverse Food,[REF1.2.3]Micro-Gardening,FOOD/LIVELIHOOD,indirect,150000,1,Country Wide Intervention
3091,Refugee,UNHCR,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.3]Capacity of Service Providers,PROTECTION,indirect,333105,1,Country Wide Intervention
3105,Refugee,UNHCR,Country Wide,PROT[REF1.4]Child Protection,[REF1.4.4]Access Multi-Sector services,PROTECTION,indirect,119605,1,Country Wide Intervention
3122,Refugee,CARE,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,75000,1,Country Wide Intervention
3131,Refugee,UNHCR,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.2]Improved NCD Mngt,HEALTH,direct,919040,1,Country Wide Intervention
3138,Refugee,UNHCR,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,indirect,1.00E+06,1,Country Wide Intervention
3147,Refugee,UNICEF,Country Wide,PROT[REF1.4]Child Protection,[REF1.4.4]Access Multi-Sector services,PROTECTION,indirect,6975462,1,Country Wide Intervention
3149,Refugee,Intersos,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.4]Risk of SEA reduced,PROTECTION,direct,22050,1,Country Wide Intervention
3154,Refugee,IMC,Country Wide,PROT[REF1.4]Child Protection,[REF1.4.3]Community-Based Mechnms.,PROTECTION,direct,24682,1,Country Wide Intervention
3162,Refugee,UNICEF,Country Wide,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,indirect,1200000,1,Country Wide Intervention
3177,Refugee,UNICEF,Country Wide,PROT[REF1.4]Child Protection,[REF1.4.2]Advocacy and Knowledge Gen.,PROTECTION,indirect,160000,1,Country Wide Intervention
3179,Refugee,UNHCR,Country Wide,JUS[REF1.1]Refugee Legal Assistance,[REF1.1.1]Access to Legal Assistance,JUSTICE,direct,350000,1,Country Wide Intervention
3182,Refugee,UNICEF,Country Wide,EDU[REF3.2]Acces to Formal Education,[REF3.2.2]Mobilize Teachers,EDUCATION,indirect,1701000,1,Country Wide Intervention
3184,Refugee,UNFPA,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,indirect,1.00E+06,1,Country Wide Intervention
3186,Refugee,UNHCR,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,215602,1,Country Wide Intervention
3187,Refugee,UNICEF,Country Wide,EDU[REF3.3]Alternative Education,[REF3.3.4]Learning Opportunities in Camps,EDUCATION,indirect,1587600,1,Country Wide Intervention
3190,Refugee,UNICEF,Country Wide,EDU[REF3.1]EarlyChildhood,[REF3.1.3]KG centres built,EDUCATION,indirect,997920,1,Country Wide Intervention
3194,Refugee,OXFAM,Country Wide,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,direct,127816,1,Country Wide Intervention
3202,Refugee,PU-AMI,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,indirect,8750,1,Country Wide Intervention
3204,Refugee,APS,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,25557,1,Country Wide Intervention
3207,Refugee,IRD,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,30250,1,Country Wide Intervention
3210,Refugee,WFP,Country Wide,FOOD/LIV[1.1]Improve Food Access,[REF 1.1.1]Food Assistance,FOOD/LIVELIHOOD,indirect,17332747,1,Country Wide Intervention
3221,Refugee,JHAS,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,30000,1,Country Wide Intervention
3225,Refugee,JHAS,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,30000,1,Country Wide Intervention
3241,Refugee,IRC,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,200,1,Country Wide Intervention
3252,Refugee,UNHCR,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.4]Risk of SEA reduced,PROTECTION,direct,377950,1,Country Wide Intervention
3255,Refugee,UPP,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,16763,1,Country Wide Intervention
3261,Refugee,UNOPS,Country Wide,ENG[REF1.3]Electricity in Camps,[REF1.3.3]Elec Infrast. Upgraded in Host Comm,ENERGY,direct,5.00E+06,1,Country Wide Intervention
3268,Refugee,UNHCR,Country Wide,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.4]Emergency Obstetric Care,HEALTH,indirect,1240492,1,Country Wide Intervention
3285,Refugee,PU-AMI,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,indirect,8750,1,Country Wide Intervention
3287,Refugee,UNHCR,Country Wide,HLTH[REF1.3]Integrated Community Intervs.,[REF1.3.4]Mat/Child Health mngt,HEALTH,indirect,185600,1,Country Wide Intervention
3291,Refugee,UNHCR,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,3500685,1,Country Wide Intervention
3296,Refugee,IRD,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,20625,1,Country Wide Intervention
3297,Refugee,HI,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.3]Special Needs/Disabled/Elderly,PROTECTION,direct,1166667,1,Country Wide Intervention
3332,Refugee,UNHCR,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,indirect,315862,1,Country Wide Intervention
3360,Refugee,UNICEF,Country Wide,EDU[REF3.2]Acces to Formal Education,[REF3.2.5]Remedial Education,EDUCATION,indirect,6633900,1,Country Wide Intervention
3361,Refugee,UNHCR,Country Wide,PROT[REF1.1]Refugee Rights Respected,[REF1.1.2]Registration and Profiling,PROTECTION,direct,9750438,1,Country Wide Intervention
3366,Refugee,JHAS,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,30000,1,Country Wide Intervention
3378,Refugee,WVI,Country Wide,FOOD/LIV[1.1]Improve Food Access,[REF 1.1.1]Food Assistance,FOOD/LIVELIHOOD,indirect,749240,1,Country Wide Intervention
3388,Refugee,IRC,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,400,1,Country Wide Intervention
3390,Refugee,UNHCR,Country Wide,PROT[REF1.1]Refugee Rights Respected,[REF1.1.1]Border Reception/Transport/Comm. Po,PROTECTION,direct,2461496,1,Country Wide Intervention
3411,Refugee,UNHCR,Country Wide,PROT[REF1.4]Child Protection,[REF1.4.3]Community-Based Mechnms.,PROTECTION,direct,298000,1,Country Wide Intervention
3417,Refugee,UNICEF,Country Wide,EDU[REF3.2]Acces to Formal Education,[REF3.2.4]Enrollment in public schools,EDUCATION,indirect,2721600,1,Country Wide Intervention
3429,Refugee,IMC,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,50000,1,Country Wide Intervention
3432,Refugee,UNICEF,Country Wide,"EDU[REF2.2]Safe, Violence Free Envirn",[REF2.2.4]Social Cohesion,EDUCATION,indirect,1502550,1,Country Wide Intervention
3434,Refugee,UNICEF,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.2]Community self-mngmt,PROTECTION,indirect,2500000,1,Country Wide Intervention
3438,Refugee,HI,Country Wide,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.2]Rehabilitation/impairment,HEALTH,direct,2200333,1,Country Wide Intervention
3468,Refugee,IRD,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,10625,1,Country Wide Intervention
3471,Refugee,UNHCR,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.5]Reduce Social Tensions thr. Livelih,PROTECTION,indirect,2266346,1,Country Wide Intervention
3481,Refugee,WHO,Country Wide,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.5]Secondary/Tertiary Referrals,HEALTH,direct,157000,1,Country Wide Intervention
3484,Refugee,UNICEF,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,indirect,6500000,1,Country Wide Intervention
3490,Refugee,APS,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.1]Comm. Disease Mngt / EPI services,HEALTH,direct,18352,1,Country Wide Intervention
3493,Refugee,UPP,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,16763,1,Country Wide Intervention
3494,Refugee,SIF,Country Wide,BN[REF2.1]Life Saving Basic Needs,[REF2.1.3]Support towards basic needs,BASIC NEEDS,direct,150000,1,Country Wide Intervention
3507,Refugee,QRC,Country Wide,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.5]Secondary/Tertiary Referrals,HEALTH,indirect,2.00E+06,1,Country Wide Intervention
3508,Refugee,IRD,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,31250,1,Country Wide Intervention
3520,Refugee,CARE,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,75000,1,Country Wide Intervention
3523,Refugee,UNFPA,Country Wide,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,indirect,250000,1,Country Wide Intervention
3545,Refugee,UNHCR,Country Wide,PROT[REF1.3]SGBV,[REF1.3.1]Community members engaged,PROTECTION,indirect,283105,1,Country Wide Intervention
3549,Refugee,UNHCR,Country Wide,PROT[REF1.4]Child Protection,[REF1.4.4]Access Multi-Sector services,PROTECTION,direct,181000,1,Country Wide Intervention
3552,Refugee,IRD,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,30250,1,Country Wide Intervention
3553,Refugee,IMC,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,50000,1,Country Wide Intervention
3556,Refugee,CARE,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,60000,1,Country Wide Intervention
3573,Refugee,FAO,Country Wide,FOOD/LIV[1.2]Promote Safe/Nutr/Diverse Food,[REF1.2.2]Awareness Nutr. Practices,FOOD/LIVELIHOOD,indirect,2.00E+05,1,Country Wide Intervention
3575,Refugee,UPP,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,29336,1,Country Wide Intervention
3576,Refugee,UNESCO,Country Wide,EDU[REF3.4]Teritiary Education,[REF3.4.1]Higher Ed opportunities,EDUCATION,indirect,3.00E+06,1,Country Wide Intervention
3594,Refugee,UNICEF,Country Wide,EDU[REF3.2]Acces to Formal Education,[REF3.2.3]School Supplies,EDUCATION,indirect,5700618,1,Country Wide Intervention
3614,Refugee,UNHCR,Country Wide,PROT[REF1.1]Refugee Rights Respected,[REF1.1.2]Registration and Profiling,PROTECTION,indirect,2266346,1,Country Wide Intervention
3644,Refugee,OXFAM,Country Wide,PROT[REF1.3]SGBV,[REF1.3.1]Community members engaged,PROTECTION,direct,65416,1,Country Wide Intervention
3659,Refugee,HI,Country Wide,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.2]Rehabilitation/impairment,HEALTH,indirect,133000,1,Country Wide Intervention
3663,Refugee,UNICEF,Country Wide,EDU[REF2.1]Train Education Providers,[REF2.1.1]Train Service Providers,EDUCATION,indirect,850500,1,Country Wide Intervention
3681,Refugee,IMC,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,50000,1,Country Wide Intervention
3692,Refugee,UNICEF,Country Wide,PROT[REF1.4]Child Protection,[REF1.4.3]Community-Based Mechnms.,PROTECTION,indirect,2653000,1,Country Wide Intervention
3696,Refugee,IRD,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,64500,1,Country Wide Intervention
3699,Refugee,APS,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,25559,1,Country Wide Intervention
3706,Refugee,UNFPA,Country Wide,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,indirect,1.00E+06,1,Country Wide Intervention
3708,Refugee,IRD,Country Wide,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.4]SGBV clinical services,HEALTH,direct,10625,1,Country Wide Intervention
3713,Refugee,UNHCR,Country Wide,PROT[REF1.1]Refugee Rights Respected,[REF1.1.1]Border Reception/Transport/Comm. Po,PROTECTION,direct,4.00E+06,1,Country Wide Intervention
3714,Refugee,IMC,Country Wide,PROT[REF1.3]SGBV,[REF.1.3.2]Acess to multi-sector services,PROTECTION,direct,50000,1,Country Wide Intervention
3720,Refugee,UNICEF,Cyber City Refugee Center,BN[REF2.1]Life Saving Basic Needs,[REF2.1.4]Winterization needs in Camps,BASIC NEEDS,direct,5000,1707,Irbid
3730,Refugee,UNICEF,Cyber City Refugee Center,WASH [REF3.1]Hygiene in Camps,[REF3.1.3]Vector control,WASH ,,1834.6,1707,Irbid
3734,Refugee,UNFPA,Cyber City Refugee Center,PROT[REF1.3]SGBV,[REF1.3.1]Community members engaged,PROTECTION,indirect,10000,1707,Irbid
3740,Refugee,UNICEF,Cyber City Refugee Center,WASH [REF1.1]Access to Water in Camps,[REF1.1.1]Water Trucking,WASH ,indirect,340963,1707,Irbid
3749,Refugee,UNICEF,Cyber City Refugee Center,WASH [REF2.1]Sanitation in Camps,[REF2.1.1]Water collection/disposal,WASH ,indirect,253085.5,1707,Irbid
3753,Refugee,UNICEF,Cyber City Refugee Center,WASH [REF3.1]Hygiene in Camps,[REF3.1.2]Schools etc Hygiene promotion,WASH ,indirect,110077.4,1707,Irbid
3755,Refugee,UNICEF,Cyber City Refugee Center,WASH [REF3.1]Hygiene in Camps,[REF3.1.1]Hygiene promotion,WASH ,indirect,36692.45,1707,Irbid
3756,Refugee,UNICEF,Cyber City Refugee Center,WASH [REF2.1]Sanitation in Camps,[REF2.1.4]SWM,WASH ,indirect,167483.05,1707,Irbid
3758,Refugee,WarChildUK,Emirati Jordanian Camp (EJC),EDU[REF3.1]EarlyChildhood,[REF3.1.1]Access to KG centres,EDUCATION,direct,3.00E+05,2,ALL CAMPS IN JORDAN
3759,Refugee,UNFPA,Emirati Jordanian Camp (EJC),PROT[REF1.3]SGBV,[REF1.3.1]Community members engaged,PROTECTION,indirect,12000,2,ALL CAMPS IN JORDAN
3765,Refugee,WarChildUK,Emirati Jordanian Camp (EJC),EDU[REF3.1]EarlyChildhood,[REF3.1.2]KG facilitators recruited,EDUCATION,direct,30000,2,ALL CAMPS IN JORDAN
3774,Refugee,WarChildUK,Emirati Jordanian Camp (EJC),EDU[REF3.1]EarlyChildhood,[REF3.1.3]KG centres built,EDUCATION,direct,50000,2,ALL CAMPS IN JORDAN
3778,Refugee,WarChildUK,Emirati Jordanian Camp (EJC),EDU[REF3.1]EarlyChildhood,[REF3.1.4]Parent outreach,EDUCATION,direct,20000,2,ALL CAMPS IN JORDAN
3784,Refugee,UNHCR,Emirati Jordanian Camp (EJC),PROT[REF1.4]Child Protection,[REF1.4.4]Access Multi-Sector services,PROTECTION,direct,15646,2,ALL CAMPS IN JORDAN
3789,Refugee,IR,Irbid City,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.5]Secondary/Tertiary Referrals,HEALTH,indirect,130000,1707,Irbid
3794,Refugee,IR,Irbid City,BN[REF2.1]Life Saving Basic Needs,[REF2.1.5]Winterization needs out of Camp,BASIC NEEDS,indirect,250000,1707,Irbid
3797,Refugee,UPP,Irbid City,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,41906,1707,Irbid
3803,Refugee,MECI,Irbid City,EDU[REF3.3]Alternative Education,[REF3.3.3]Life Skills,EDUCATION,direct,41667,1707,Irbid
