SiteId,Year,Monthname,StartDate,IndicatorId,Sector,Output,Activity,Header_Indicator,Master_Indicator,Indicator,Pop_Tag,Gender_Tag,Age_Tag,Type_Tag,Partner,LocationType,LocationName,Gov_Pcode,Governorate,Caza_Pcode,Caza,Cad_Pcode,Cadastral,LCRP_Result,Funded_by,Sector_of_funding,Value,ValueofPop,ValueofGender,ValueofAge,Calculate_Value,Area
922063554,2015,Jan,1/1/2015,2144656081,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.1. PRM Refer Respond(excl. Detention),"# monitoring visits, including to collective sites","# monitoring visits, including to collective sites","# monitoring visits, including to collective sites",,,,,IRC,Cadastral Area,Bakhaaoun,4,North,LBN55,Miniyeh-Danniyeh,37034,Bakhaaoun,Yes,UNHCR,Protection,1,0,0,0,1,North (Tripoli)
2144525779,2015,Feb,1/2/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Merkebta 037,4,North,LBN55,Miniyeh-Danniyeh,37027,Merkebta,Yes,Independent,Protection,1,1,0,0,1,North (Tripoli)
441605460,2015,Jan,1/1/2015,2144656216,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.3. Emergency cash assistance for PWSN,Total USD value of cash provided,Total USD value of cash provided,OthPop Total USD value of cash provided,OthPop,,,,Intersos,Caza,Marjaayoun,9,El Nabatieh,LBN43,Marjaayoun,,,Yes,UNHCR,Protection,150,150,0,0,150,South
441605460,2015,Feb,1/2/2015,2144656218,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.3. Emergency cash assistance for PWSN,Total USD value of cash provided,Total USD value of cash provided,Male Total USD value of cash provided,,Male,,,Intersos,Caza,Marjaayoun,9,El Nabatieh,LBN43,Marjaayoun,,,Yes,UNHCR,Protection,220,0,220,0,0,South
894410310,2015,Feb,1/2/2015,2144655923,Protection,PRT -2.1. Community-based protection,PRT-2.1.1. Cmty. awareness/outreach(services),# awareness sessions on available services,# awareness sessions on available services,# awareness sessions on available services,,,,,NRC,Cadastral Area,Marj BG,6,Bekaa,LBN24,West Bekaa,52014,Marj BG,Yes,Independent,Protection,143,0,0,0,143,Bekaa
1812124831,2015,Jan,1/1/2015,2144655866,Protection,PRT -1.2 Access to justic documentation,PRT-1.2.3. Legal Representation,"# individuals represented in in courts, administrative bodies or informal conflict resolution mechanisms","# individuals represented in in courts, administrative bodies or informal conflict resolution mechanisms","DisSyr - # individuals represented in in courts, administrative bodies or informal conflict resolution mechanisms",DisSyr,,,,NRC,Governorate,Bekaa,6,Bekaa,,,,,Yes,Independent,Protection,43,43,0,0,43,Bekaa
689627953,2015,Feb,1/2/2015,2144655823,Protection,PRT -1.2 Access to justic documentation,PRT-1.2.1. Legal # individuals provided with individual legal counseling (Access to Doc.),# individuals provided with individual legal counseling,# individuals counselled on obtaining legal stay,DisSyr - # individuals counselled on obtaining legal stay,DisSyr,,,Documentation: Legal Stay,IRD,Governorate,Nord,4,North,,,,,Yes,UNHCR,Protection,86,86,0,0,86,North (Tripoli)
617008626,2015,Jan,1/1/2015,2144656071,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.1. PRM Refer Respond(excl. Detention),# protection interventions,# protection interventions,Female - # protection interventions,,Female,,,UNRWA,Cadastral Area,Barr Elias,6,Bekaa,LBN25,Zahleh,51057,Barr Elias,Yes,UNRWA,Protection,1,0,1,0,0,Bekaa
617008626,2015,Feb,1/2/2015,2144656072,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.1. PRM Refer Respond(excl. Detention),# protection interventions,# protection interventions,Male - # protection interventions,,Male,,,UNRWA,Cadastral Area,Barr Elias,6,Bekaa,LBN25,Zahleh,51057,Barr Elias,Yes,UNRWA,Protection,2,0,2,0,0,Bekaa
641464089,2015,Jan,1/1/2015,2144656007,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Cada),# of community members engaged in self-management structures,# of community members engaged in self-management structures,DisSyr - # of community members engaged in self-management structures,DisSyr,,,,PU-AMI,Cadastral Area,Hlaliye Saida,8,South,LBN61,Saida,61009,Hlaliye Saida,Yes,UNHCR,Shelter,2,2,0,0,2,South
310866932,2015,Jan,1/1/2015,2144656167,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.1. PWSN Case Mgnt(excl. Child &SGBV),# of PWSN (excl. children and SGBV) identified and supported,# of PWSN (excl. children and SGBV) identified and supported,DisSyr - # of PWSN (excl. children and SGBV) identified and supported,DisSyr,,,,Intersos,Caza,Sour,8,South,LBN63,Sour,,,Yes,UNHCR,Protection,3,3,0,0,3,South
441605460,2015,Jan,1/1/2015,2144656204,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.3. Emergency cash assistance for PWSN,# of individuals supported through provision of emergency cash assistance,# of individuals supported through provision of emergency cash assistance,OthPop - # of individuals supported through provision of emergency cash assistance,OthPop,,,,Intersos,Caza,Marjaayoun,9,El Nabatieh,LBN43,Marjaayoun,,,Yes,UNHCR,Protection,1,1,0,0,1,South
2070084360,2015,Jan,1/1/2015,2144655869,Protection,PRT -1.2 Access to justic documentation,PRT-1.2.3. Legal Representation,"# individuals represented in in courts, administrative bodies or informal conflict resolution mechanisms","# individuals represented in in courts, administrative bodies or informal conflict resolution mechanisms","PRL - # individuals represented in in courts, administrative bodies or informal conflict resolution mechanisms",PRL,,,,UNRWA,Governorate,Nord,4,North,,,,,Yes,UNRWA,Protection,8,8,0,0,8,North (Tripoli)
2078399317,2015,Jan,1/1/2015,2144656124,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.2. Interventions in detention centres,# individuals assisted in detention,# individuals assisted in detention,Male - # individuals assisted in detention,,Male,,,AJEM Lebanon,All Locations,DC: DTN: Jeb Jenine ,6,Bekaa,LBN24,West Bekaa,52028,Joubb Jannine,Yes,UNHCR,Protection,2,0,2,0,0,Bekaa
2078399317,2015,Jan,1/1/2015,2144656117,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.2. Interventions in detention centres,# individuals assisted in detention,# individuals assisted in detention,DisSyr - # individuals assisted in detention,DisSyr,,,,AJEM Lebanon,All Locations,DC: DTN: Jeb Jenine ,6,Bekaa,LBN24,West Bekaa,52028,Joubb Jannine,Yes,UNHCR,Protection,2,2,0,0,2,Bekaa
118027348,2015,Feb,1/2/2015,2144656193,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.2. Specialized services for PWD,# of persons with disabilities and impairment supported,# of persons with disabilities and impairment supported,Age 60+ - # of persons with disabilities and impairment supported,,,Age 60+,,HI,Caza,Koura,4,North,LBN54,Koura,,,Yes,Independent,Protection,4,0,0,4,0,North (Tripoli)
412397745,2015,Jan,1/1/2015,2144656127,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.2. Interventions in detention centres,# individuals assisted in detention,# individuals assisted in detention,Age 60+ - # individuals assisted in detention,,,Age 60+,,AJEM Lebanon,All Locations,DC: DTN: Batroun ,4,North,LBN52,Batroun,34007,Batroun,Yes,UNHCR,Protection,1,0,0,1,0,North (Tripoli)
412397745,2015,Jan,1/1/2015,2144656108,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.2. Interventions in detention centres,# individuals provided with individual legal counseling,# individuals receiving legal counselling in detention,Male - # individuals receiving legal counselling in detention,,Male,,Detention,AJEM Lebanon,All Locations,DC: DTN: Batroun ,4,North,LBN52,Batroun,34007,Batroun,Yes,UNHCR,Protection,2,0,2,0,0,North (Tripoli)
267250110,2015,Jan,1/1/2015,2144656174,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.1. PWSN Case Mgnt(excl. Child &SGBV),# of PWSN (excl. children and SGBV) identified and supported,# of PWSN (excl. children and SGBV) identified and supported,Male - # of PWSN (excl. children and SGBV) identified and supported,,Male,,,DRC,Caza,Aakar,2,Akkar,LBN51,Aakar,,,Yes,UNHCR,Protection,2,0,2,0,0,Akkar
1220467665,2015,Jan,1/1/2015,2144655824,Protection,PRT -1.2 Access to justic documentation,PRT-1.2.1. Legal # individuals provided with individual legal counseling (Access to Doc.),# individuals provided with individual legal counseling,# individuals counselled on obtaining legal stay,PRS - # individuals counselled on obtaining legal stay,PRS,,,Documentation: Legal Stay,UNRWA,Governorate,Nord,4,North,,,,,Yes,UNRWA,Protection,13,13,0,0,13,North (Tripoli)
722285669,2015,Feb,1/2/2015,2144655934,Protection,PRT -2.1. Community-based protection,PRT-2.1.2. Activities(Cmty Dev. Centres),# individuals participating in community center and community-based activities,# individuals participating in community center and community-based activities,Male - # individuals participating in community center and community-based activities,,Male,,,IOM,All Locations,LOC: Baalbek,3,Baalbek-El Hermel,LBN21,Baalbek,53001,Baalbek,Yes,Independent,Protection,15,0,15,0,0,Bekaa
1509749225,2015,Feb,1/2/2015,2144656190,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.2. Specialized services for PWD,# of persons with disabilities and impairment supported,# of persons with disabilities and impairment supported,Age 0-4 # of persons with disabilities and impairment supported,,,Age 0-4,,HI,Caza,Aakar,2,Akkar,LBN51,Aakar,,,Yes,Independent,Protection,28,0,0,28,0,Akkar
354144892,2015,Jan,1/1/2015,2144655839,Protection,PRT -1.2 Access to justic documentation,PRT-1.2.1. Legal # individuals provided with individual legal counseling (Access to Doc.),# individuals provided with individual legal counseling,# individuals counselled on obtaining other documentation,DisSyr - # individuals counselled on obtaining other documentation,DisSyr,,,Documentation: Other,NRC,Governorate,Mont Liban,5,Mount Lebanon,,,,,Yes,Independent,Protection,46,46,0,0,46,Beirut & Mt.Lebanon
441605460,2015,Feb,1/2/2015,2144656211,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.3. Emergency cash assistance for PWSN,Total USD value of cash provided,Total USD value of cash provided,DisSyr Total USD value of cash provided,DisSyr,,,,Intersos,Caza,Marjaayoun,9,El Nabatieh,LBN43,Marjaayoun,,,Yes,UNHCR,Protection,420,420,0,0,420,South
441605460,2015,Feb,1/2/2015,2144656199,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.3. Emergency cash assistance for PWSN,# of individuals supported through provision of emergency cash assistance,# of individuals supported through provision of emergency cash assistance,DisSyr - # of individuals supported through provision of emergency cash assistance,DisSyr,,,,Intersos,Caza,Marjaayoun,9,El Nabatieh,LBN43,Marjaayoun,,,Yes,UNHCR,Protection,4,4,0,0,4,South
716215484,2015,Jan,1/1/2015,2144656173,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.1. PWSN Case Mgnt(excl. Child &SGBV),# of PWSN (excl. children and SGBV) identified and supported,# of PWSN (excl. children and SGBV) identified and supported,Female - # of PWSN (excl. children and SGBV) identified and supported,,Female,,,Intersos,Caza,West Bekaa,6,Bekaa,LBN24,West Bekaa,,,Yes,UNHCR,Protection,12,0,12,0,0,Bekaa
1165761222,2015,Jan,1/1/2015,2144655823,Protection,PRT -1.2 Access to justic documentation,PRT-1.2.1. Legal # individuals provided with individual legal counseling (Access to Doc.),# individuals provided with individual legal counseling,# individuals counselled on obtaining legal stay,DisSyr - # individuals counselled on obtaining legal stay,DisSyr,,,Documentation: Legal Stay,NRC,Governorate,Beyrouth,7,Beirut,,,,,Yes,Independent,Protection,5,5,0,0,5,Beirut & Mt.Lebanon
1165761222,2015,Jan,1/1/2015,2144655830,Protection,PRT -1.2 Access to justic documentation,PRT-1.2.1. Legal # individuals provided with individual legal counseling (Access to Doc.),# individuals provided with individual legal counseling,# individuals counselled on obtaining birth certificates,DisSyr - # individuals counselled on obtaining birth certificates,DisSyr,,,Documentation: Birth Certificate,NRC,Governorate,Beyrouth,7,Beirut,,,,,Yes,Independent,Protection,3,3,0,0,3,Beirut & Mt.Lebanon
118027348,2015,Jan,1/1/2015,2144656188,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.2. Specialized services for PWD,# of persons with disabilities and impairment supported,# of persons with disabilities and impairment supported,Female - # of persons with disabilities and impairment supported,,Female,,,HI,Caza,Koura,4,North,LBN54,Koura,,,Yes,Independent,Protection,7,0,7,0,0,North (Tripoli)
1440071940,2015,Jan,1/1/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Minie 026,4,North,LBN55,Miniyeh-Danniyeh,37020,Minie,Yes,Independent,Protection,57,57,0,0,57,North (Tripoli)
2028776796,2015,Jan,1/1/2015,2144656081,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.1. PRM Refer Respond(excl. Detention),"# monitoring visits, including to collective sites","# monitoring visits, including to collective sites","# monitoring visits, including to collective sites",,,,,IRC,Cadastral Area,Machta Hammoud,2,Akkar,LBN51,Aakar,35046,Machta Hammoud,Yes,UNHCR,Protection,1,0,0,0,1,Akkar
1943731965,2015,Jan,1/1/2015,2144656081,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.1. PRM Refer Respond(excl. Detention),"# monitoring visits, including to collective sites","# monitoring visits, including to collective sites","# monitoring visits, including to collective sites",,,,,IRC,Cadastral Area,Raouda-Aadoua,4,North,LBN55,Miniyeh-Danniyeh,37078ND,Raouda-Aadoua,Yes,UNHCR,Protection,2,0,0,0,2,North (Tripoli)
236760694,2015,Feb,1/2/2015,2144656188,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.2. Specialized services for PWD,# of persons with disabilities and impairment supported,# of persons with disabilities and impairment supported,Female - # of persons with disabilities and impairment supported,,Female,,,HI,Caza,Batroun,4,North,LBN52,Batroun,,,Yes,Independent,Protection,3,0,3,0,0,North (Tripoli)
2044769320,2015,Feb,1/2/2015,2144656173,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.1. PWSN Case Mgnt(excl. Child &SGBV),# of PWSN (excl. children and SGBV) identified and supported,# of PWSN (excl. children and SGBV) identified and supported,Female - # of PWSN (excl. children and SGBV) identified and supported,,Female,,,Intersos,Caza,Hasbaiya,9,El Nabatieh,LBN42,Hasbaiya,,,Yes,UNHCR,Protection,3,0,3,0,0,South
1033469599,2015,Jan,1/1/2015,2144656199,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.3. Emergency cash assistance for PWSN,# of individuals supported through provision of emergency cash assistance,# of individuals supported through provision of emergency cash assistance,DisSyr - # of individuals supported through provision of emergency cash assistance,DisSyr,,,,Makhzoumi,Caza,Beirut,7,Beirut,LBN11,Beirut,,,Yes,UNHCR,Protection,15,15,0,0,15,Beirut & Mt.Lebanon
1936661772,2015,Jan,1/1/2015,2144656067,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.1. PRM Refer Respond(excl. Detention),# protection interventions,# protection interventions,PRS - # protection interventions,PRS,,,,UNRWA,Cadastral Area,Sibline,5,Mount Lebanon,LBN33,Chouf,23006,Sibline,Yes,UNRWA,Protection,2,2,0,0,2,Beirut & Mt.Lebanon
1033469599,2015,Jan,1/1/2015,2144656211,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.3. Emergency cash assistance for PWSN,Total USD value of cash provided,Total USD value of cash provided,DisSyr Total USD value of cash provided,DisSyr,,,,Makhzoumi,Caza,Beirut,7,Beirut,LBN11,Beirut,,,Yes,UNHCR,Protection,1555,1555,0,0,1555,Beirut & Mt.Lebanon
1033469599,2015,Feb,1/2/2015,2144656205,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.3. Emergency cash assistance for PWSN,# of individuals supported through provision of emergency cash assistance,# of individuals supported through provision of emergency cash assistance,Female - # of individuals supported through provision of emergency cash assistance,,Female,,,Makhzoumi,Caza,Beirut,7,Beirut,LBN11,Beirut,,,Yes,UNHCR,Protection,27,0,27,0,0,Beirut & Mt.Lebanon
1033469599,2015,Feb,1/2/2015,2144656217,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.3. Emergency cash assistance for PWSN,Total USD value of cash provided,Total USD value of cash provided,Female Total USD value of cash provided,,Female,,,Makhzoumi,Caza,Beirut,7,Beirut,LBN11,Beirut,,,Yes,UNHCR,Protection,5120,0,5120,0,0,Beirut & Mt.Lebanon
1492723713,2015,Jan,1/1/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Saadnayel 008,6,Bekaa,LBN25,Zahleh,51055,Saadnayel,Yes,Independent,Protection,166,166,0,0,166,Bekaa
1936661772,2015,Jan,1/1/2015,2144656074,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.1. PRM Refer Respond(excl. Detention),# protection interventions,# protection interventions,Age 18-59 - # protection interventions,,,Age 18-59,,UNRWA,Cadastral Area,Sibline,5,Mount Lebanon,LBN33,Chouf,23006,Sibline,Yes,UNRWA,Protection,2,0,0,2,0,Beirut & Mt.Lebanon
939147343,2015,Jan,1/1/2015,2144656090,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.1. PRM Refer Respond(excl. Detention),# of protection referrals which were not identified by the community,# of protection referrals which were not identified by the community,Male - # of protection referrals which were not identified by the community,,Male,,,UNRWA,Cadastral Area,Aabbassiyet Sour,8,South,LBN63,Sour,62003,Aabbassiyet Sour,Yes,UNRWA,Protection,1,0,1,0,0,South
404342648,2015,Jan,1/1/2015,2144656192,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.2. Specialized services for PWD,# of persons with disabilities and impairment supported,# of persons with disabilities and impairment supported,Age 18-59 - # of persons with disabilities and impairment supported,,,Age 18-59,,HI,Caza,Baalbek,3,Baalbek-El Hermel,LBN21,Baalbek,,,Yes,Independent,Protection,45,0,0,45,0,Bekaa
1643568890,2015,Feb,1/2/2015,2144656175,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.1. PWSN Case Mgnt(excl. Child &SGBV),# of PWSN (excl. children and SGBV) identified and supported,# of PWSN (excl. children and SGBV) identified and supported,Age 18-59 - # of PWSN (excl. children and SGBV) identified and supported,,,Age 18-59,,Makhzoumi,Caza,Beirut,7,Beirut,LBN11,Beirut,,,Yes,UNHCR,Protection,617,0,0,617,0,Beirut & Mt.Lebanon
1408729669,2015,Feb,1/2/2015,2144655982,Protection,PRT -2.2. Community self-management,PRT-2.2.1. Train Cmty-based protection (Cada),# individuals trained on community based protection,# individuals trained on community based protection,AffLeb - # individuals trained on community based protection,AffLeb,,,,AMEL,Cadastral Area,Haret Hreik,5,Mount Lebanon,LBN32,Baabda,21006,Haret Hreik,Yes,UNHCR,Livelihoods,58,58,0,0,58,Beirut & Mt.Lebanon
1665158347,2015,Jan,1/1/2015,2144656192,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.2. Specialized services for PWD,# of persons with disabilities and impairment supported,# of persons with disabilities and impairment supported,Age 18-59 - # of persons with disabilities and impairment supported,,,Age 18-59,,Intersos,Caza,Zahleh,6,Bekaa,LBN25,Zahleh,,,Yes,UNHCR,Protection,4,0,0,4,0,Bekaa
1643568890,2015,Jan,1/1/2015,2144656175,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.1. PWSN Case Mgnt(excl. Child &SGBV),# of PWSN (excl. children and SGBV) identified and supported,# of PWSN (excl. children and SGBV) identified and supported,Age 18-59 - # of PWSN (excl. children and SGBV) identified and supported,,,Age 18-59,,Makhzoumi,Caza,Beirut,7,Beirut,LBN11,Beirut,,,Yes,UNHCR,Protection,800,0,0,800,0,Beirut & Mt.Lebanon
1226145956,2015,Jan,1/1/2015,2144656199,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.3. Emergency cash assistance for PWSN,# of individuals supported through provision of emergency cash assistance,# of individuals supported through provision of emergency cash assistance,DisSyr - # of individuals supported through provision of emergency cash assistance,DisSyr,,,,Intersos,Caza,Sour,8,South,LBN63,Sour,,,Yes,UNHCR,Protection,1,1,0,0,1,South
925402335,2015,Jan,1/1/2015,2144655875,Protection,PRT -1.2 Access to justic documentation,PRT-1.2.4. Legal awareness /information,# legal awareness sessions,# legal awareness sessions,# legal awareness sessions,,,,,NRC,Caza,Beirut,7,Beirut,LBN11,Beirut,,,Yes,Independent,Protection,52,0,0,0,52,Beirut & Mt.Lebanon
1848400040,2015,Feb,1/2/2015,2144655923,Protection,PRT -2.1. Community-based protection,PRT-2.1.1. Cmty. awareness/outreach(services),# awareness sessions on available services,# awareness sessions on available services,# awareness sessions on available services,,,,,IRC,Cadastral Area,Kfar Yassine,5,Mount Lebanon,LBN35,Kesrouane,25009,Kfar Yassine,Yes,UNHCR,Protection,1,0,0,0,1,Beirut & Mt.Lebanon
1536027474,2015,Feb,1/2/2015,2144656199,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.3. Emergency cash assistance for PWSN,# of individuals supported through provision of emergency cash assistance,# of individuals supported through provision of emergency cash assistance,DisSyr - # of individuals supported through provision of emergency cash assistance,DisSyr,,,,Intersos,Caza,Zahleh,6,Bekaa,LBN25,Zahleh,,,Yes,UNHCR,Protection,44,44,0,0,44,Bekaa
557425916,2015,Jan,1/1/2015,2144656192,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.2. Specialized services for PWD,# of persons with disabilities and impairment supported,# of persons with disabilities and impairment supported,Age 18-59 - # of persons with disabilities and impairment supported,,,Age 18-59,,HI,Caza,Zahleh,6,Bekaa,LBN25,Zahleh,,,Yes,Independent,Protection,30,0,0,30,0,Bekaa
1392756907,2015,Jan,1/1/2015,2144655860,Protection,PRT -1.2 Access to justic documentation,PRT-1.2.2. Legal counseling (Other than Doc.),# individuals provided with individual legal counseling,# individuals counselled on legal matters other than HLP,PRL - # individuals counselled on legal matters other than HLP,PRL,,,Other matters: non-HLP,UNRWA,Governorate,Bekaa,6,Bekaa,,,,,Yes,UNRWA,Protection,3,3,0,0,3,Bekaa
2050091004,2015,Feb,1/2/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Merkebta 033,4,North,LBN55,Miniyeh-Danniyeh,37027,Merkebta,Yes,Independent,Protection,1,1,0,0,1,North (Tripoli)
233956414,2015,Jan,1/1/2015,2144655934,Protection,PRT -2.1. Community-based protection,PRT-2.1.2. Activities(Cmty Dev. Centres),# individuals participating in community center and community-based activities,# individuals participating in community center and community-based activities,Male - # individuals participating in community center and community-based activities,,Male,,,IOM,All Locations,IS: Najjariyé 001,8,South,LBN61,Saida,61016,Najjariye,Yes,Independent,Protection,10,0,10,0,0,South
557425916,2015,Feb,1/2/2015,2144656183,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.2. Specialized services for PWD,# of persons with disabilities and impairment supported,# of persons with disabilities and impairment supported,AffLeb - # of persons with disabilities and impairment supported,AffLeb,,,,HI,Caza,Zahleh,6,Bekaa,LBN25,Zahleh,,,Yes,Independent,Protection,13,13,0,0,13,Bekaa
557425916,2015,Feb,1/2/2015,2144656188,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.2. Specialized services for PWD,# of persons with disabilities and impairment supported,# of persons with disabilities and impairment supported,Female - # of persons with disabilities and impairment supported,,Female,,,HI,Caza,Zahleh,6,Bekaa,LBN25,Zahleh,,,Yes,Independent,Protection,65,0,65,0,0,Bekaa
1435112794,2015,Jan,1/1/2015,2144656081,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.1. PRM Refer Respond(excl. Detention),"# monitoring visits, including to collective sites","# monitoring visits, including to collective sites","# monitoring visits, including to collective sites",,,,,IRC,Cadastral Area,Kfar Kahel,4,North,LBN54,Koura,32008,Kfar Kahel,Yes,UNHCR,Protection,2,0,0,0,2,North (Tripoli)
1049180983,2015,Jan,1/1/2015,2144656193,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.2. Specialized services for PWD,# of persons with disabilities and impairment supported,# of persons with disabilities and impairment supported,Age 60+ - # of persons with disabilities and impairment supported,,,Age 60+,,HI,Caza,Rachaiya,6,Bekaa,LBN23,Rachaiya,,,Yes,Independent,Protection,2,0,0,2,0,Bekaa
236760694,2015,Feb,1/2/2015,2144656191,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.2. Specialized services for PWD,# of persons with disabilities and impairment supported,# of persons with disabilities and impairment supported,Age 5-17 # of persons with disabilities and impairment supported,,,Age 5-17,,HI,Caza,Batroun,4,North,LBN52,Batroun,,,Yes,Independent,Protection,4,0,0,4,0,North (Tripoli)
2044769320,2015,Jan,1/1/2015,2144656175,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.1. PWSN Case Mgnt(excl. Child &SGBV),# of PWSN (excl. children and SGBV) identified and supported,# of PWSN (excl. children and SGBV) identified and supported,Age 18-59 - # of PWSN (excl. children and SGBV) identified and supported,,,Age 18-59,,Intersos,Caza,Hasbaiya,9,El Nabatieh,LBN42,Hasbaiya,,,Yes,UNHCR,Protection,4,0,0,4,0,South
2044769320,2015,Feb,1/2/2015,2144656176,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.1. PWSN Case Mgnt(excl. Child &SGBV),# of PWSN (excl. children and SGBV) identified and supported,# of PWSN (excl. children and SGBV) identified and supported,Age 60+ - # of PWSN (excl. children and SGBV) identified and supported,,,Age 60+,,Intersos,Caza,Hasbaiya,9,El Nabatieh,LBN42,Hasbaiya,,,Yes,UNHCR,Protection,1,0,0,1,0,South
1665158347,2015,Jan,1/1/2015,2144656188,Protection,PRT -3.2. Comprehensive intervention for PWSN,PRT-3.2.2. Specialized services for PWD,# of persons with disabilities and impairment supported,# of persons with disabilities and impairment supported,Female - # of persons with disabilities and impairment supported,,Female,,,Intersos,Caza,Zahleh,6,Bekaa,LBN25,Zahleh,,,Yes,UNHCR,Protection,3,0,3,0,0,Bekaa
939147343,2015,Jan,1/1/2015,2144656092,Protection,"PRT -3.1. Prevent,Monitor,Address PRT viol.",PRT-3.1.1. PRM Refer Respond(excl. Detention),# of protection referrals which were not identified by the community,# of protection referrals which were not identified by the community,Age 18-59 - # of protection referrals which were not identified by the community,,,Age 18-59,,UNRWA,Cadastral Area,Aabbassiyet Sour,8,South,LBN63,Sour,62003,Aabbassiyet Sour,Yes,UNRWA,Protection,1,0,0,1,0,South
1759646623,2015,Feb,1/2/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Merkebta 007,4,North,LBN55,Miniyeh-Danniyeh,37027,Merkebta,Yes,Independent,Protection,1,1,0,0,1,North (Tripoli)
