siteid,StartDate,EndDate,Category,activity,Year,Month,Indicator,Gender,Partner,Fundedby,RRP6Result,Governorate,SiteType,rcode,gcode,Value,Units,AllocationRRP6,RRP6,location
1655567148,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Ma'an,0,3,1709,205,Individual,Yes,Indirect appeal,Maan Governorate
1655567148,01/02/2014,28/2/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,February,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Ma'an,0,3,1709,158,Individual,Yes,Indirect appeal,Maan Governorate
1655567148,01/01/2014,31/1/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,January,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Ma'an,0,3,1709,49,Individual,Yes,Indirect appeal,Maan Governorate
1655567148,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Ma'an,0,3,1709,28,Individual,Yes,Indirect appeal,Maan Governorate
1655567148,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Ma'an,0,3,1709,195,Individual,Yes,Indirect appeal,Maan Governorate
1655567148,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Ma'an,0,3,1709,0,Individual,Yes,Indirect appeal,Maan Governorate
1655567148,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Ma'an,0,3,1709,0,Individual,Yes,Indirect appeal,Maan Governorate
1699371899,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Girls,IMC,UNHCR-UNICEF,UNHCR-UNICEF,#N/A,0,4,1,31,Individual,Yes,Indirect appeal,Host community
1699371899,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Girls,IMC,UNHCR-UNICEF,UNHCR-UNICEF,#N/A,0,4,1,37,Individual,Yes,Indirect appeal,Host community
1702892556,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Irbid,0,1,1707,35,Individual,Yes,Direct appeal,Liwa ar Ramtha
1702892556,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Irbid,0,1,1707,24,Individual,Yes,Direct appeal,Liwa ar Ramtha
1702892556,01/02/2014,28/2/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,February,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Irbid,0,1,1707,21,Individual,Yes,Direct appeal,Liwa ar Ramtha
1702892556,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Irbid,0,1,1707,4,Individual,Yes,Direct appeal,Liwa ar Ramtha
1702892556,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Irbid,0,1,1707,17,Individual,Yes,Direct appeal,Liwa ar Ramtha
1702892556,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Irbid,0,1,1707,13,Individual,Yes,Direct appeal,Liwa ar Ramtha
1702892556,01/01/2014,31/1/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,January,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Irbid,0,1,1707,25,Individual,Yes,Direct appeal,Liwa ar Ramtha
1747411674,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,UPP,UNFPA,UNFPA,Irbid,0,1,1707,8,Individual,Yes,Indirect appeal,Liwa Qasabat Irbid
1747411674,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,UPP,UNFPA,UNFPA,Irbid,0,1,1707,2,Individual,Yes,Indirect appeal,Liwa Qasabat Irbid
1750915655,01/01/2014,31/1/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,January,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Madaba,0,2,1710,12,Individual,Yes,Indirect appeal,Madaba Governorate
1750915655,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Madaba,0,2,1710,14,Individual,Yes,Indirect appeal,Madaba Governorate
1750915655,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Madaba,0,2,1710,0,Individual,Yes,Indirect appeal,Madaba Governorate
1750915655,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Madaba,0,2,1710,1,Individual,Yes,Indirect appeal,Madaba Governorate
1750915655,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Madaba,0,2,1710,100,Individual,Yes,Indirect appeal,Madaba Governorate
1750915655,01/02/2014,28/2/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,February,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Madaba,0,2,1710,260,Individual,Yes,Indirect appeal,Madaba Governorate
1750915655,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Madaba,0,2,1710,0,Individual,Yes,Indirect appeal,Madaba Governorate
1750915655,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Madaba,0,2,1710,0,Individual,Yes,Indirect appeal,Madaba Governorate
1750915655,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Madaba,0,2,1710,0,Individual,Yes,Indirect appeal,Madaba Governorate
1750915655,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Madaba,0,2,1710,0,Individual,Yes,Indirect appeal,Madaba Governorate
1774747877,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Girls,IRD,UNHCR,UNHCR,Tafileh,0,3,1706,12,Individual,Yes,Indirect appeal,Tafileh Governorate
1774747877,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Girls,IRD,UNHCR,UNHCR,Tafileh,0,3,1706,10,Individual,Yes,Indirect appeal,Tafileh Governorate
1774747877,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,IRD,UNHCR,UNHCR,Tafileh,0,3,1706,8,Individual,Yes,Indirect appeal,Tafileh Governorate
1774747877,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Girls,IRD,UNHCR,UNHCR,Tafileh,0,3,1706,18,Individual,Yes,Indirect appeal,Tafileh Governorate
1774747877,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Girls,IRD,UNHCR,UNHCR,Tafileh,0,3,1706,25,Individual,Yes,Indirect appeal,Tafileh Governorate
1774747877,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,IRD,UNHCR,UNHCR,Tafileh,0,3,1706,31,Individual,Yes,Indirect appeal,Tafileh Governorate
1775295023,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Girls,IRD,UNHCR,UNHCR,#N/A,0,4,1,7,Individual,Yes,Indirect appeal,Host community
1777208835,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Irbid,0,1,1707,0,Individual,Yes,Indirect appeal,Irbid Governorate
1777208835,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Irbid,0,1,1707,303,Individual,Yes,Indirect appeal,Irbid Governorate
1777208835,01/02/2014,28/2/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,February,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Irbid,0,1,1707,147,Individual,Yes,Indirect appeal,Irbid Governorate
1777208835,01/01/2014,31/1/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,January,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Irbid,0,1,1707,104,Individual,Yes,Indirect appeal,Irbid Governorate
1777208835,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Irbid,0,1,1707,63,Individual,Yes,Indirect appeal,Irbid Governorate
1777208835,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Irbid,0,1,1707,83,Individual,Yes,Indirect appeal,Irbid Governorate
1777208835,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Irbid,0,1,1707,514,Individual,Yes,Indirect appeal,Irbid Governorate
1777208835,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Irbid,0,1,1707,65,Individual,Yes,Indirect appeal,Irbid Governorate
1777208835,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Irbid,0,1,1707,81,Individual,Yes,Indirect appeal,Irbid Governorate
1777208835,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,Intersos,UNICEF,UNICEF,Irbid,0,1,1707,0,Individual,Yes,Indirect appeal,Irbid Governorate
1798320117,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,IRD,UNHCR,UNHCR,Mafraq,0,1,1711,1,Individual,Yes,Indirect appeal,Mafraq Governorate
1798320117,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Girls,IRD,UNHCR,UNHCR,Mafraq,0,1,1711,5,Individual,Yes,Indirect appeal,Mafraq Governorate
1798320117,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Girls,IRD,UNHCR,UNHCR,Mafraq,0,1,1711,5,Individual,Yes,Indirect appeal,Mafraq Governorate
1798320117,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Girls,IRD,UNHCR,UNHCR,Mafraq,0,1,1711,14,Individual,Yes,Indirect appeal,Mafraq Governorate
1798320117,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Girls,IRD,UNHCR,UNHCR,Mafraq,0,1,1711,20,Individual,Yes,Indirect appeal,Mafraq Governorate
1798320117,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,IRD,UNHCR,UNHCR,Mafraq,0,1,1711,6,Individual,Yes,Indirect appeal,Mafraq Governorate
1799687937,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Girls,SCI,Others,None,Karak,0,3,1704,7,Individual,Yes,Direct appeal,Karak Governorate
1826074698,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Zarqa,0,2,1712,0,Individual,Yes,Direct appeal,Zarqa Governorate
1826074698,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Zarqa,0,2,1712,9,Individual,Yes,Direct appeal,Zarqa Governorate
1826074698,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Zarqa,0,2,1712,0,Individual,Yes,Direct appeal,Zarqa Governorate
1826074698,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Zarqa,0,2,1712,101,Individual,Yes,Direct appeal,Zarqa Governorate
1826074698,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Zarqa,0,2,1712,0,Individual,Yes,Direct appeal,Zarqa Governorate
1826074698,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Zarqa,0,2,1712,0,Individual,Yes,Direct appeal,Zarqa Governorate
1826074698,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Zarqa,0,2,1712,4,Individual,Yes,Direct appeal,Zarqa Governorate
1831242519,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Girls,ICCS,UNICEF,UNICEF,Al Balqa,0,2,1702,47,Individual,Yes,Indirect appeal,Liwa Dayr Alla
1831242519,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Girls,ICCS,UNICEF,UNICEF,Al Balqa,0,2,1702,20,Individual,Yes,Indirect appeal,Liwa Dayr Alla
1831242519,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,ICCS,UNICEF,UNICEF,Al Balqa,0,2,1702,32,Individual,Yes,Indirect appeal,Liwa Dayr Alla
1831242519,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Girls,ICCS,UNICEF,UNICEF,Al Balqa,0,2,1702,47,Individual,Yes,Indirect appeal,Liwa Dayr Alla
1831242519,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,ICCS,UNICEF,UNICEF,Al Balqa,0,2,1702,32,Individual,Yes,Indirect appeal,Liwa Dayr Alla
1831242519,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Girls,ICCS,UNICEF,UNICEF,Al Balqa,0,2,1702,45,Individual,Yes,Indirect appeal,Liwa Dayr Alla
1831242519,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Girls,ICCS,UNICEF,UNICEF,Al Balqa,0,2,1702,40,Individual,Yes,Indirect appeal,Liwa Dayr Alla
1831242519,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Girls,ICCS,UNICEF,UNICEF,Al Balqa,0,2,1702,37,Individual,Yes,Indirect appeal,Liwa Dayr Alla
1853347334,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Jarash,0,1,1708,15,Individual,Yes,Direct appeal,Jarash City
1870636237,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Irbid,0,1,1707,19,Individual,Yes,Direct appeal,Irbid City
1870636237,01/01/2014,31/1/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,January,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Irbid,0,1,1707,20,Individual,Yes,Direct appeal,Irbid City
1870636237,01/02/2014,28/2/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,February,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Irbid,0,1,1707,14,Individual,Yes,Direct appeal,Irbid City
1870636237,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Irbid,0,1,1707,16,Individual,Yes,Direct appeal,Irbid City
1870636237,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Irbid,0,1,1707,12,Individual,Yes,Direct appeal,Irbid City
1870636237,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Irbid,0,1,1707,58,Individual,Yes,Direct appeal,Irbid City
1872231431,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Ajlun,0,1,1701,26,Individual,Yes,Direct appeal,Liwa Qasabat Ajlun
1883966604,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Girls,TDH,UNICEF,UNICEF,Mafraq,0,1,1711,24,Individual,No,Indirect appeal,Liwa al Badiyah ash Shamaliyah al Gharbiyah
1883966604,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,TDH,UNICEF,UNICEF,Mafraq,0,1,1711,13,Individual,No,Indirect appeal,Liwa al Badiyah ash Shamaliyah al Gharbiyah
1883966604,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,TDH,UNICEF,UNICEF,Mafraq,0,1,1711,24,Individual,No,Indirect appeal,Liwa al Badiyah ash Shamaliyah al Gharbiyah
1938776092,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,TDH,UNICEF,UNICEF,Irbid,0,1,1707,98,Individual,No,Indirect appeal,Liwa Bani Kinanah
1938776092,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,TDH,UNICEF,UNICEF,Irbid,0,1,1707,10,Individual,No,Indirect appeal,Liwa Bani Kinanah
1955329966,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Girls,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 12
1955329966,01/01/2014,31/1/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,January,# of WGBM benefitting from psychosocial support services,Girls,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 12
1955329966,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Girls,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 12
1955329966,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Girls,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 12
1955329966,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 12
1955329966,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 12
1955329966,01/02/2014,28/2/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,February,# of WGBM benefitting from psychosocial support services,Girls,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 12
1955329966,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Girls,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 12
1955329966,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Girls,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 12
1955329966,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Girls,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 12
1955329966,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Girls,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 12
1976980175,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Mafraq,0,1,1711,3,Individual,Yes,Direct appeal,Mafraq City
1976980175,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Mafraq,0,1,1711,30,Individual,Yes,Direct appeal,Mafraq City
1976980175,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Girls,TDH,Others,None,Mafraq,0,1,1711,7,Individual,Yes,Direct appeal,Mafraq City
2006617166,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Mafraq,0,1,1711,39,Individual,Yes,Direct appeal,Mafraq Governorate
2006617166,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Mafraq,0,1,1711,0,Individual,Yes,Direct appeal,Mafraq Governorate
2006617166,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Mafraq,0,1,1711,0,Individual,Yes,Direct appeal,Mafraq Governorate
2006617166,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Mafraq,0,1,1711,7,Individual,Yes,Direct appeal,Mafraq Governorate
2006617166,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Mafraq,0,1,1711,0,Individual,Yes,Direct appeal,Mafraq Governorate
2006617166,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Mafraq,0,1,1711,7,Individual,Yes,Direct appeal,Mafraq Governorate
2006617166,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Girls,CARE,Others,None,Mafraq,0,1,1711,0,Individual,Yes,Direct appeal,Mafraq Governorate
2042654482,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Girls,Intersos,Others,None,Ajlun,0,1,1701,93,Individual,Yes,Direct appeal,Ajlun Governorate
2042654482,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Girls,Intersos,Others,None,Ajlun,0,1,1701,16,Individual,Yes,Direct appeal,Ajlun Governorate
2042654482,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Girls,Intersos,Others,None,Ajlun,0,1,1701,10,Individual,Yes,Direct appeal,Ajlun Governorate
2042654482,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Girls,Intersos,Others,None,Ajlun,0,1,1701,0,Individual,Yes,Direct appeal,Ajlun Governorate
