"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"141195","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",0,"IOCC","01/08/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"141196","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",0,"IOCC","01/01/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"141197","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",0,"IOCC","01/09/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"141198","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"IOCC","01/05/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"141199","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",0,"IOCC","01/06/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"141200","# of SYRIAN_WOMEN_IN_CAMPS received hygiene materials","# of women",27,"IOCC","01/03/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"141201","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",0,"ACF","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141202","# of SYRIAN_MEN_IN_CAMPS received hygiene materials","# of men",0,"ACF","01/12/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141203","# of SYRIAN_MEN_IN_CAMPS participating in the awareness sessions","# of men",0,"ACF","01/10/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141204","# of  SYRIAN_WOMEN_IN_CAMPS practicing better hygiene","# of women",1295,"ACF","01/09/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141205","# of SYRIAN_BOYS_IN_CAMPS participating in the awareness sessions","# of boys",2310,"ACF","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141206","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",0,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141207","# of SYRIAN_MEN_IN_CAMPS received hygiene materials","# of men",39,"ACF","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141208","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",892,"ACF","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141209","# of SYRIAN_MEN_IN_CAMPS received hygiene materials","# of men",593,"ACF","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141210","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",0,"ACF","01/10/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141211","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",1190,"ACF","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141212","# of  SYRIAN_BOYS_IN_CAMPS received hygiene materials","# of boys",935,"ACF","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141213","# of SYRIAN_GIRLS_IN_CAMPS practicing better hygiene","# of girls",0,"ACF","01/11/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141214","# of SYRIAN_WOMEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of women",0,"ACF","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141215","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",0,"ACF","01/12/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141216","# of  SYRIAN_BOYS_IN_CAMPS received hygiene materials","# of boys",8842,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141217","# of SYRIAN_GIRLS_IN_CAMPS received hygiene materials","# of girls",2221,"ACF","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141218","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",500,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141219","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",15,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141220","# of  SYRIAN_BOYS_IN_CAMPS practicing better hygiene","# of boys",0,"ACF","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141221","# of SYRIAN_MEN_IN_CAMPS practicing better hygiene","# of men",0,"ACF","01/12/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141222","# of SYRIAN_MEN_IN_CAMPS received hygiene materials","# of men",29,"ACF","01/09/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141223","# of SYRIAN_WOMEN_IN_CAMPS received hygiene materials","# of women",208,"ACF","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141224","# of SYRIAN_WOMEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of women",0,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141225","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",21,"ACF","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141226","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",210,"ACF","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141227","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"ACF","01/11/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141228","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"ACF","01/12/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141229","# of SYRIAN_MEN_IN_CAMPS practicing better hygiene","# of men",0,"ACF","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141230","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",0,"ACF","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141231","# of  SYRIAN_BOYS_IN_CAMPS received hygiene materials","# of boys",0,"ACF","01/10/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141232","# of SYRIAN_GIRLS_IN_CAMPS practicing better hygiene","# of girls",0,"ACF","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141233","# of SYRIAN_WOMEN_IN_CAMPS received hygiene materials","# of women",1927,"ACF","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141234","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",0,"ACF","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141235","# of SYRIAN_GIRLS_IN_CAMPS practicing better hygiene","# of girls",912,"ACF","01/09/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141236","# of SYRIAN_WOMEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of women",0,"ACF","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141237","# of SYRIAN_MEN_IN_CAMPS practicing better hygiene","# of men",0,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141238","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",0,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141239","# of  SYRIAN_WOMEN_IN_CAMPS practicing better hygiene","# of women",0,"ACF","01/12/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141240","# of  SYRIAN_BOYS_IN_CAMPS received hygiene materials","# of boys",143,"ACF","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141241","# of  SYRIAN_WOMEN_IN_CAMPS practicing better hygiene","# of women",0,"ACF","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141242","# of  SYRIAN_BOYS_IN_CAMPS received hygiene materials","# of boys",91,"ACF","01/09/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141243","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141244","# of SYRIAN_MEN_IN_CAMPS participating in the awareness sessions","# of men",1227,"ACF","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141245","# of  SYRIAN_BOYS_IN_CAMPS practicing better hygiene","# of boys",0,"ACF","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141246","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",0,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141247","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"ACF","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141248","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",2054,"ACF","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141249","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",197,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141250","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",0,"ACF","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141251","# of SYRIAN_BOYS_IN_CAMPS participating in the awareness sessions","# of boys",148,"ACF","01/11/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141252","# of SYRIAN_GIRLS_IN_CAMPS practicing better hygiene","# of girls",0,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141253","# of SYRIAN_MEN_IN_CAMPS participating in the awareness sessions","# of men",997,"ACF","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141254","# of SYRIAN_WOMEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of women",0,"ACF","01/09/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141255","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",0,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141256","# of SYRIAN_MEN_IN_CAMPS practicing better hygiene","# of men",0,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141257","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"ACF","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141258","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",0,"ACF","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141259","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",0,"ACF","01/10/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141260","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",2419,"ACF","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141261","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",0,"ACF","01/10/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141262","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",0,"ACF","01/12/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141263","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",0,"ACF","01/11/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141264","# of SYRIAN_MEN_IN_CAMPS received hygiene materials","# of men",1676,"ACF","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141265","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",0,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141266","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",51,"ACF","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141267","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",0,"ACF","01/12/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141268","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",20,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141269","# of SYRIAN_BOYS_IN_CAMPS participating in the awareness sessions","# of boys",386,"ACF","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141270","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",24,"ACF","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141271","# of SYRIAN_MEN_IN_CAMPS received hygiene materials","# of men",0,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141272","# of SYRIAN_MEN_IN_CAMPS practicing better hygiene","# of men",0,"ACF","01/11/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141273","# of SYRIAN_BOYS_IN_CAMPS participating in the awareness sessions","# of boys",474,"ACF","01/12/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141274","# of SYRIAN_WOMEN_IN_CAMPS received hygiene materials","# of women",0,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141275","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",1283,"ACF","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141276","# of SYRIAN_MEN_IN_CAMPS practicing better hygiene","# of men",0,"ACF","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141277","# of  SYRIAN_BOYS_IN_CAMPS received hygiene materials","# of boys",272,"ACF","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141278","# of SYRIAN_GIRLS_IN_CAMPS practicing better hygiene","# of girls",0,"ACF","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141279","# of  SYRIAN_WOMEN_IN_CAMPS practicing better hygiene","# of women",0,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141280","# of SYRIAN_MEN_IN_CAMPS participating in the awareness sessions","# of men",13,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141281","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",58,"ACF","01/10/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141282","# of SYRIAN_MEN_IN_CAMPS received hygiene materials","# of men",6365,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141283","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141284","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",0,"ACF","01/09/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141285","# of SYRIAN_WOMEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of women",0,"ACF","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141286","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",612,"ACF","01/11/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141287","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",0,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141288","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",0,"ACF","01/11/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141289","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",23,"ACF","01/09/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141290","# of  SYRIAN_BOYS_IN_CAMPS received hygiene materials","# of boys",809,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141291","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",63,"ACF","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141292","# of SYRIAN_BOYS_IN_CAMPS participating in the awareness sessions","# of boys",1406,"ACF","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141293","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",53,"ACF","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141294","# of  SYRIAN_BOYS_IN_CAMPS received hygiene materials","# of boys",2515,"ACF","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141295","# of  SYRIAN_BOYS_IN_CAMPS practicing better hygiene","# of boys",0,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141296","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",2314,"ACF","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141297","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",0,"ACF","01/12/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141298","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",2331,"ACF","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141299","# of SYRIAN_GIRLS_IN_CAMPS received hygiene materials","# of girls",0,"ACF","01/12/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141300","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",0,"ACF","01/11/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141301","# of  SYRIAN_BOYS_IN_CAMPS practicing better hygiene","# of boys",0,"ACF","01/11/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141302","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",0,"ACF","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"141303","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",0,"ACF","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141304","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",0,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141305","# of SYRIAN_BOYS_IN_CAMPS participating in the awareness sessions","# of boys",629,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141306","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",843,"ACF","01/12/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141307","# of  SYRIAN_WOMEN_IN_CAMPS practicing better hygiene","# of women",0,"ACF","01/11/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141308","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",54,"ACF","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141309","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",0,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"141310","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",0,"ACF","01/09/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141311","# of SYRIAN_WOMEN_IN_CAMPS received hygiene materials","# of women",0,"ACF","01/11/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"141312","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",0,"ACF","01/12/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"141313","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",480,"ACF","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
